artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Drax Project,Catching Feelings (feat. Six60),0.397,0.524,3,-5.846,1,0.103,0.607,0,0.157,0.343,175.562,audio_features,02VHspkXhhH1QCInRWWIfr,spotify:track:02VHspkXhhH1QCInRWWIfr,https://api.spotify.com/v1/tracks/02VHspkXhhH1QCInRWWIfr,https://api.spotify.com/v1/audio-analysis/02VHspkXhhH1QCInRWWIfr,218854,4
Camila Cabello,Don't Go Yet,0.666,0.796,10,-6.967,0,0.103,0.0492,0,0.0442,0.61,110.108,audio_features,1058fW9H3fZA6QjYCdOBad,spotify:track:1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/tracks/1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/audio-analysis/1058fW9H3fZA6QjYCdOBad,164842,4
AJR,Way Less Sad,0.701,0.547,2,-8.238,1,0.0483,0.00843,0,0.0987,0.4,140.015,audio_features,4jbtL4tjkqghUvJknUqU1s,spotify:track:4jbtL4tjkqghUvJknUqU1s,https://api.spotify.com/v1/tracks/4jbtL4tjkqghUvJknUqU1s,https://api.spotify.com/v1/audio-analysis/4jbtL4tjkqghUvJknUqU1s,206108,4
Dua Lipa,Love Again,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,audio_features,1imMjt1YGNebtrtTAprKV7,spotify:track:1imMjt1YGNebtrtTAprKV7,https://api.spotify.com/v1/tracks/1imMjt1YGNebtrtTAprKV7,https://api.spotify.com/v1/audio-analysis/1imMjt1YGNebtrtTAprKV7,258004,4
THE ANXIETY,Meet Me At Our Spot,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,audio_features,07MDkzWARZaLEdKxo6yArG,spotify:track:07MDkzWARZaLEdKxo6yArG,https://api.spotify.com/v1/tracks/07MDkzWARZaLEdKxo6yArG,https://api.spotify.com/v1/audio-analysis/07MDkzWARZaLEdKxo6yArG,162680,4
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,audio_features,6PdCbJwSOeovMX7kfwiAxb,spotify:track:6PdCbJwSOeovMX7kfwiAxb,https://api.spotify.com/v1/tracks/6PdCbJwSOeovMX7kfwiAxb,https://api.spotify.com/v1/audio-analysis/6PdCbJwSOeovMX7kfwiAxb,225960,4
Giveon,For Tonight,0.442,0.517,9,-7.807,1,0.0548,0.0699,0,0.114,0.2,79.867,audio_features,61Emqg95O9zo1GNOcyxq4Y,spotify:track:61Emqg95O9zo1GNOcyxq4Y,https://api.spotify.com/v1/tracks/61Emqg95O9zo1GNOcyxq4Y,https://api.spotify.com/v1/audio-analysis/61Emqg95O9zo1GNOcyxq4Y,193822,4
John Legend,Conversations in the Dark - John Legend vs. David Guetta,0.572,0.742,8,-4.589,0,0.0347,0.245,0,0.108,0.376,127.19,audio_features,20d27F17AZOxTJOEHAVK2Y,spotify:track:20d27F17AZOxTJOEHAVK2Y,https://api.spotify.com/v1/tracks/20d27F17AZOxTJOEHAVK2Y,https://api.spotify.com/v1/audio-analysis/20d27F17AZOxTJOEHAVK2Y,210236,4
Post Malone,One Right Now (with The Weeknd),0.687,0.781,1,-4.806,1,0.053,0.0361,0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4
